Borough,Control,Condition of External Walls,Condition of Windows,Condition of Stairways,Condition of Floors,Condition of Building,Number of Units in Building,Complete Plumbing Facilities,Toilet Breakdowns,Kitchen Facilities Functioning,Monthly Contract Rent,Senior Citizen Rent Increase Exemption (SCRIE),Public Assistance Shelter Allowance,Another Federal Housing Subsidy Program,Another State or City Housing Subsidy Program,Heating Equipment Breakdown,Exterminator Service,Cracks or Holes in Interior Walls or Ceiling,Broken Plaster or Peeling Paint on Ceiling or Inside Walls,Water Leakage Inside Apartment,Year Built,Owner in Building,Length of Lease,Race,New Rent Law,Old,More_units,Brooklyn,Manhattan,Staten Island,Bronx,score,good
3,1,999919,99919,991999,999919,2,11,0,2,1,785,9,2,2,2,1,1,1,0,2,10,2,4,1,1,1,0,0,1,0,0,6,0
2,1,999919,99919,991999,999919,2,11,0,2,1,1500,9,2,2,2,1,1,1,1,2,9,2,2,4,1,1,0,1,0,0,0,8,1
1,0,999919,99919,888888,999919,2,5,0,1,1,1650,9,2,2,2,1,4,2,1,2,1,1,8,6,1,0,0,0,0,0,1,7,0
2,0,199999,91999,999991,999991,3,3,0,2,1,1400,9,2,2,2,1,3,2,1,2,9,1,4,1,1,1,0,1,0,0,0,4,0
3,0,888888,88888,888888,888888,8,13,0,2,1,3200,9,2,2,2,1,1,2,1,2,7,2,2,2,1,1,1,0,1,0,0,6,0
4,1,999919,88888,888888,999919,2,13,0,2,1,1728,2,2,2,2,1,1,2,1,2,6,2,2,1,1,0,1,0,0,0,0,8,1
4,1,999919,99919,991999,999919,2,13,0,2,1,1335,9,2,2,2,1,4,2,1,2,6,2,2,4,1,0,1,0,0,0,0,10,1
2,1,999919,99919,991999,999919,2,12,0,2,2,1100,9,2,2,2,1,3,2,1,2,8,2,4,2,1,1,1,1,0,0,0,8,1
3,1,999919,99919,991999,999919,2,9,0,8,8,800,8,8,8,8,8,8,8,8,8,9,8,8,1,1,1,0,0,1,0,0,4,0
2,1,999919,99919,991999,999919,2,12,0,2,1,1200,9,2,2,2,1,1,2,1,2,4,2,2,1,1,0,1,1,0,0,0,10,1
1,1,999919,99919,991999,999919,2,12,0,2,1,1035,9,2,2,2,1,5,2,1,2,7,2,4,1,1,1,1,0,0,0,1,10,1
3,1,999919,99919,991999,999919,2,13,0,8,8,3256,9,2,2,2,8,8,8,8,8,6,8,8,1,1,0,1,0,1,0,0,4,0
3,0,999919,99919,991999,999919,2,13,0,8,8,4350,9,2,2,2,8,8,8,8,8,2,8,8,1,1,0,1,0,1,0,0,4,0
2,1,999919,99919,991999,991999,2,8,0,2,1,1700,9,2,2,2,1,1,2,1,2,9,2,2,1,1,1,0,1,0,0,0,8,1
3,0,999919,99919,919999,199999,2,10,0,1,1,2500,9,2,2,2,1,1,2,1,2,10,2,2,1,1,1,0,0,1,0,0,4,0
2,1,999919,99919,991999,999919,2,11,0,2,1,915,9,2,2,2,1,1,2,1,2,7,2,4,2,1,1,0,1,0,0,0,10,1
4,0,999919,99919,991999,999919,2,3,0,8,8,1400,9,2,2,2,8,8,8,8,8,6,8,8,1,1,0,0,0,0,0,0,4,0
1,1,999919,99919,991999,999919,2,12,0,2,1,1030,9,2,2,2,1,1,2,1,2,7,2,4,1,1,1,1,0,0,0,1,10,1
2,1,999919,99919,888888,999919,2,10,0,2,1,971,9,2,2,2,1,2,1,0,1,8,2,4,1,1,1,0,1,0,0,0,3,0
4,0,999919,99919,991999,999919,2,3,0,2,1,1000,9,1,2,2,1,4,2,1,2,8,1,4,1,1,1,0,0,0,0,0,10,1
4,0,999919,99919,991999,999919,2,6,0,2,1,850,9,2,2,2,1,4,1,1,2,8,2,6,1,1,1,0,0,0,0,0,8,1
3,0,999919,99919,991999,999919,2,11,0,2,1,2065,9,2,2,2,8,8,8,8,8,6,8,8,1,1,0,0,0,1,0,0,6,0
2,0,999919,99919,991999,999991,2,3,0,8,8,900,9,2,2,2,8,8,8,8,8,10,8,8,2,1,1,0,1,0,0,0,3,0
2,0,999919,99919,991999,999919,2,3,0,2,1,1680,9,2,2,2,1,1,2,1,2,10,1,4,3,1,1,0,1,0,0,0,10,1
2,0,999919,99919,991999,999919,2,13,0,2,1,4000,9,2,2,2,1,1,2,1,2,1,2,2,1,1,0,1,1,0,0,0,10,1
3,0,999919,99919,991999,999919,2,13,0,2,1,2955,9,2,2,2,1,1,2,1,2,4,2,4,2,1,0,1,0,1,0,0,10,1
1,0,999919,99919,919999,999919,2,3,0,2,1,1500,9,2,2,8,1,4,2,1,2,9,2,2,1,1,1,0,0,0,0,1,8,1
2,0,999919,99919,199999,999919,2,3,0,8,8,2300,2,2,2,2,8,8,8,8,8,8,8,8,2,1,1,0,1,0,0,0,2,0
2,1,999919,99919,991999,999919,2,8,0,2,1,1250,9,2,2,2,1,1,2,1,2,8,2,2,1,1,1,0,1,0,0,0,10,1
4,0,999919,99919,991999,999919,2,10,0,2,1,99999,9,9,9,9,1,2,2,1,2,8,2,9,1,1,1,0,0,0,0,0,10,1
1,0,999919,99919,991999,999919,2,5,0,2,1,400,2,2,2,2,1,4,2,1,2,6,2,6,1,1,0,0,0,0,0,1,10,1
2,1,999919,99919,991999,999919,2,11,0,2,1,900,9,2,2,2,1,1,2,1,2,9,2,6,1,1,1,0,1,0,0,0,10,1
3,1,999919,99919,991999,999919,2,13,0,2,1,4000,9,2,2,2,1,1,2,1,2,7,3,4,1,1,1,1,0,1,0,0,10,1
1,1,999919,99919,991999,999919,2,12,0,8,8,1000,9,2,2,2,8,8,8,8,8,8,8,8,2,1,1,1,0,0,0,1,4,0
3,1,999919,99919,991999,999919,2,13,0,2,1,2000,9,2,2,2,1,5,2,1,2,6,2,2,2,1,0,1,0,1,0,0,10,1
1,1,999919,99919,991999,999919,2,12,0,2,8,230,2,2,2,2,0,1,2,0,1,7,2,6,1,1,1,1,0,0,0,1,3,0
2,1,999919,99919,991999,999919,2,12,0,2,1,1000,9,2,2,2,1,1,2,1,2,6,3,2,1,1,0,1,1,0,0,0,10,1
3,0,999919,99919,991999,999919,2,13,0,2,1,7999,2,2,2,2,0,1,2,1,2,8,2,7,1,1,1,1,0,1,0,0,8,1
3,0,999919,99919,991999,999919,2,13,0,2,1,2250,9,2,2,2,1,1,2,1,2,1,2,2,1,1,0,1,0,1,0,0,10,1
1,1,999919,88888,991999,999919,2,13,0,2,1,701,9,2,2,2,1,4,2,1,2,1,2,4,2,1,0,1,0,0,0,1,9,1
3,1,999919,99919,991999,999919,2,9,0,2,1,1200,9,2,2,2,1,3,2,1,2,9,2,4,2,1,1,0,0,1,0,0,10,1
2,1,999919,99919,991999,999919,2,8,0,2,1,1100,9,2,2,2,1,4,2,1,2,7,1,6,1,1,1,0,1,0,0,0,10,1
1,1,919999,99919,888888,199999,2,11,0,2,1,936,9,2,2,2,0,3,1,0,1,7,2,2,1,1,1,0,0,0,0,1,-3,0
4,0,999919,99919,991999,999919,2,1,0,2,1,2600,9,2,2,2,1,2,2,0,2,7,2,7,1,1,1,0,0,0,0,0,8,1
2,0,999919,99919,991999,999919,2,13,0,2,1,4000,2,2,2,2,1,1,2,1,2,7,2,6,1,1,1,1,1,0,0,0,10,1
4,0,999919,99919,991999,999919,2,1,0,2,1,800,9,2,2,2,1,2,1,1,2,7,2,6,1,1,1,0,0,0,0,0,8,1
2,0,999919,99919,888888,999919,2,1,0,2,1,1850,9,2,2,2,1,2,2,1,2,7,2,4,1,1,1,0,1,0,0,0,9,1
4,0,999919,99919,991999,999919,8,13,0,2,1,2910,9,2,2,2,1,2,2,1,2,1,3,2,4,1,0,1,0,0,0,0,10,1
3,1,999919,99919,991999,999919,2,12,0,2,1,1168,9,2,2,2,1,1,1,0,1,8,3,2,1,1,1,1,0,1,0,0,4,0
3,1,999919,99919,991999,999919,2,12,0,2,1,1300,2,2,2,2,1,1,2,1,2,7,2,4,1,1,1,1,0,1,0,0,10,1
4,1,999919,99919,991999,999919,2,13,0,2,1,1200,9,2,2,2,1,1,2,1,2,8,2,4,1,1,1,1,0,0,0,0,10,1
3,1,999919,99919,991999,999919,2,13,0,2,1,1401,9,2,2,2,1,2,2,1,2,6,3,8,1,1,0,1,0,1,0,0,10,1
3,0,991999,91999,991999,999919,3,9,0,2,1,2650,9,2,2,2,1,2,2,1,1,8,2,2,6,1,1,0,0,1,0,0,4,0
1,0,999919,99919,919999,999919,2,3,0,2,1,1500,9,2,2,2,1,4,2,1,2,9,2,6,1,1,1,0,0,0,0,1,8,1
4,0,999919,99919,991999,999919,2,6,0,2,1,99999,9,9,9,9,1,4,2,1,2,7,1,9,1,1,1,0,0,0,0,0,10,1
5,0,999919,99919,991999,999919,2,4,0,2,8,1300,9,2,2,2,1,2,2,1,2,7,2,6,1,1,1,0,0,0,1,0,9,1
4,1,999919,99919,991999,999919,2,9,0,8,8,1300,9,2,2,2,8,8,8,8,8,6,8,8,1,1,0,0,0,0,0,0,4,0
1,1,999199,99919,991999,999919,2,12,0,2,1,2300,9,2,2,2,1,1,2,1,2,6,2,2,2,1,0,1,0,0,0,1,8,1
3,1,999919,99919,991999,999919,2,8,0,2,1,800,9,2,2,2,1,2,2,1,2,10,2,4,2,1,1,0,0,1,0,0,10,1
3,0,999919,99919,991999,999919,2,13,0,1,1,2800,9,2,2,2,1,4,2,1,2,3,1,4,1,1,0,1,0,1,0,0,8,1
4,0,999991,99919,888888,999991,2,3,0,2,1,1400,9,2,2,2,1,1,2,1,2,5,1,7,2,1,0,0,0,0,0,0,7,0
3,1,999919,99919,888888,999919,2,10,0,2,1,1350,9,2,2,2,1,1,2,0,2,9,2,2,1,1,1,0,0,1,0,0,7,0
1,1,999919,99919,991999,999919,2,12,0,2,1,1000,9,2,2,2,1,5,2,1,2,7,2,2,2,1,1,1,0,0,0,1,10,1
3,0,999919,99919,991999,999919,2,13,0,2,1,2800,9,2,2,2,0,1,2,1,2,8,2,2,2,1,1,1,0,1,0,0,8,1
3,0,999919,99919,991999,999919,2,13,0,2,1,2625,9,2,2,2,1,4,1,0,1,5,2,2,4,1,0,1,0,1,0,0,4,0
3,0,999919,99919,991999,999919,2,13,0,2,1,7999,2,2,2,2,1,5,2,1,2,2,2,2,1,1,0,1,0,1,0,0,10,1
2,0,999919,99919,991999,999919,2,11,0,8,8,650,2,2,2,2,8,8,8,8,8,8,8,8,1,1,1,0,1,0,0,0,4,0
1,1,999919,99919,991999,999919,2,12,0,2,2,1150,2,2,2,2,1,1,2,1,2,8,2,2,1,1,1,1,0,0,0,1,8,1
4,0,999919,99919,991999,999919,2,3,0,2,1,1275,9,2,2,2,1,1,8,1,2,7,1,6,2,1,1,0,0,0,0,0,9,1
2,1,999919,99919,991999,999919,2,12,0,2,1,773,9,2,2,2,1,2,2,1,1,1,2,4,2,1,0,1,1,0,0,0,8,1
1,0,999919,99919,991999,999919,2,3,0,2,1,875,9,2,2,2,1,1,2,1,2,5,1,2,2,1,0,0,0,0,0,1,10,1
1,1,999919,99919,991999,999919,2,12,0,2,1,719,9,2,2,2,1,1,2,1,1,1,2,4,6,1,0,1,0,0,0,1,8,1
1,1,888888,88888,888888,888888,8,12,0,2,1,800,9,2,2,2,1,2,2,1,2,9,2,2,2,1,1,1,0,0,0,1,6,0
4,0,999919,99919,991999,999919,2,8,0,2,1,1460,9,2,2,2,1,1,2,1,2,1,2,2,2,1,0,0,0,0,0,0,10,1
4,0,999919,99919,991999,999919,2,12,0,2,1,1250,9,2,2,2,1,5,2,1,2,8,1,2,1,1,1,1,0,0,0,0,10,1
2,1,999919,99919,991999,999919,2,8,0,2,1,1380,9,2,2,2,1,4,2,1,1,1,2,2,1,1,0,0,1,0,0,0,8,1
4,0,999919,99919,991999,999919,2,13,0,2,1,2000,2,2,2,2,1,2,2,1,2,5,1,4,1,1,0,1,0,0,0,0,10,1
2,0,999919,99919,919999,199999,2,3,0,2,1,1650,9,2,2,2,1,1,2,1,2,8,1,2,1,1,1,0,1,0,0,0,6,0
3,0,999919,99919,991999,999919,2,13,0,2,1,99999,9,9,9,9,1,2,2,1,2,3,1,9,1,1,0,1,0,1,0,0,10,1
3,1,999919,99919,991999,999919,2,12,0,8,8,1450,9,2,2,2,8,8,8,8,8,9,8,8,2,1,1,1,0,1,0,0,4,0
2,1,999919,99919,991999,999919,2,12,0,2,1,950,9,2,2,2,8,8,8,8,8,7,8,8,2,1,1,1,1,0,0,0,6,0
1,1,999919,99919,991999,999919,2,11,0,2,1,900,9,2,2,2,0,1,2,1,1,7,2,2,2,1,1,0,0,0,0,1,6,0
3,0,999919,99919,991999,999919,2,13,0,2,1,4050,9,2,2,2,1,5,2,1,2,5,3,2,1,1,0,1,0,1,0,0,10,1
4,0,999919,99919,991999,999919,2,5,0,2,1,1200,9,2,2,2,1,2,2,1,2,5,1,2,1,1,0,0,0,0,0,0,10,1
3,0,999919,99919,991999,999919,2,12,0,1,1,5000,9,2,2,2,1,1,2,1,2,8,2,4,1,1,1,1,0,1,0,0,8,1
3,0,999919,99919,991999,999919,2,12,0,2,1,1768,2,2,2,2,1,1,2,1,2,3,2,2,1,1,0,1,0,1,0,0,10,1
2,1,999919,99919,991999,999919,2,8,0,2,1,390,2,2,2,2,1,1,2,1,2,7,2,4,2,1,1,0,1,0,0,0,10,1
4,1,999919,99919,991999,999919,2,8,0,2,1,1607,9,2,2,2,0,4,2,1,2,8,2,4,1,1,1,0,0,0,0,0,8,1
4,0,999919,99919,991999,999919,2,5,0,1,1,780,9,2,2,2,1,4,2,1,2,8,1,6,1,1,1,0,0,0,0,0,8,1
4,0,999919,99919,991999,999919,2,3,0,2,1,2300,9,2,2,2,1,2,2,1,2,6,2,2,1,1,0,0,0,0,0,0,10,1
2,1,999919,99919,991999,999919,2,11,0,2,1,1477,9,2,2,2,0,5,1,0,1,8,2,2,1,1,1,0,1,0,0,0,2,0
2,1,999919,99919,991999,999919,2,8,0,8,8,905,9,2,2,2,8,8,8,8,8,7,8,8,1,1,1,0,1,0,0,0,4,0
2,0,999919,99919,991999,999991,2,6,0,1,1,1780,9,2,2,2,1,5,2,1,2,5,1,7,2,1,0,0,1,0,0,0,7,0
3,0,999919,99919,991999,999919,2,13,0,1,1,3100,9,2,2,2,1,1,2,1,2,5,2,2,1,1,0,1,0,1,0,0,8,1
2,0,999919,99919,991999,999919,2,12,0,2,1,998,1,2,2,2,1,1,2,8,2,8,2,5,1,1,1,1,1,0,0,0,9,1
2,0,999919,99919,991999,999919,2,4,0,2,1,1550,9,2,2,2,1,4,2,1,2,7,1,2,4,1,1,0,1,0,0,0,10,1
3,0,999919,99919,991999,999919,2,13,0,2,1,4800,9,2,2,2,1,5,2,1,2,3,2,2,1,1,0,1,0,1,0,0,10,1
3,1,999919,99919,991999,999919,2,8,0,2,1,1700,9,2,2,2,1,1,2,1,2,9,2,2,1,1,1,0,0,1,0,0,10,1
3,1,999919,99919,999119,999919,2,13,0,2,1,232,2,2,2,2,1,1,2,1,2,8,2,2,1,1,1,1,0,1,0,0,9,1
3,1,999919,99919,991999,999919,2,11,0,2,1,1200,9,2,2,2,1,1,1,0,1,8,2,2,4,1,1,0,0,1,0,0,4,0
2,1,999919,99919,991999,999919,2,11,0,2,1,2350,9,2,2,2,1,1,1,1,2,9,2,2,1,1,1,0,1,0,0,0,8,1
2,1,999919,99919,991999,999919,2,11,0,2,1,1850,9,1,1,2,1,1,2,0,1,5,2,2,2,1,0,0,1,0,0,0,6,0
4,0,999919,99919,991999,999919,2,1,0,2,1,1400,9,2,2,2,1,2,2,1,2,6,2,6,3,1,0,0,0,0,0,0,10,1
2,0,999919,99919,991999,999919,2,6,0,2,1,1100,9,2,2,2,1,2,2,1,2,7,2,4,2,1,1,0,1,0,0,0,10,1
1,1,999919,99919,991999,999919,2,11,0,2,1,1000,2,2,2,2,1,1,2,1,2,8,2,2,2,1,1,0,0,0,0,1,10,1
5,0,191199,11199,991999,999991,1,5,0,2,1,1000,9,2,2,2,1,4,2,1,2,8,2,4,2,1,1,0,0,0,1,0,1,0
4,1,999919,99919,991999,999919,2,13,0,2,1,1150,9,2,2,2,1,1,2,1,2,5,2,2,4,1,0,1,0,0,0,0,10,1
2,1,999919,99919,991999,999919,2,12,0,2,1,1900,9,2,2,2,0,1,1,1,1,6,2,4,1,1,0,1,1,0,0,0,4,0
2,1,999919,99919,991999,999919,2,12,0,2,1,1798,9,2,2,2,0,2,2,1,2,7,3,4,1,1,1,1,1,0,0,0,8,1
3,1,999919,99919,991999,999919,2,12,0,2,1,1570,9,2,2,2,1,1,2,1,2,8,2,2,1,1,1,1,0,1,0,0,10,1
2,1,999919,99919,888888,999199,2,11,0,2,1,1565,9,2,2,2,1,3,1,1,1,7,2,2,1,1,1,0,1,0,0,0,3,0
2,0,999919,99919,991999,999919,2,3,0,2,1,3275,9,2,2,2,1,1,2,1,2,8,2,4,1,1,1,0,1,0,0,0,10,1
2,0,999919,99919,991999,999991,2,3,0,2,1,1600,9,2,2,2,1,4,2,1,2,5,1,2,2,1,0,0,1,0,0,0,9,1
5,1,999919,99919,991999,999919,2,8,0,2,1,1650,2,2,2,2,1,2,2,1,2,7,2,4,2,1,1,0,0,0,1,0,10,1
2,1,999919,99919,991999,999919,2,10,0,8,8,1000,9,2,2,2,8,8,8,8,8,6,8,8,1,1,0,0,1,0,0,0,4,0
2,1,999919,99919,991999,999919,2,12,0,8,8,1500,8,8,8,8,8,8,8,8,8,8,8,8,1,1,1,1,1,0,0,0,4,0
4,1,999919,99919,991999,999919,2,8,0,2,1,1760,9,2,2,2,0,5,2,1,2,7,2,4,1,1,1,0,0,0,0,0,8,1
4,0,999919,99919,991999,999919,2,1,0,2,1,2200,9,2,2,2,1,4,2,1,2,6,2,4,1,1,0,0,0,0,0,0,10,1
3,0,999919,99919,991999,999919,2,13,0,2,1,5250,9,2,2,2,1,1,2,1,2,1,2,2,1,1,0,1,0,1,0,0,10,1
1,0,999919,99919,991999,999919,2,3,0,2,1,1075,9,1,8,8,1,4,2,1,2,8,2,4,2,1,1,0,0,0,0,1,10,1
2,0,999919,99919,991999,999919,2,5,0,2,1,900,9,2,2,2,1,2,2,1,2,9,2,6,1,1,1,0,1,0,0,0,10,1
3,0,999919,99919,991999,999919,2,11,0,2,1,2495,9,2,2,2,1,1,2,1,2,9,3,2,1,1,1,0,0,1,0,0,10,1
1,1,999919,99919,991999,999919,2,12,0,2,1,1077,9,2,2,1,0,1,2,1,2,8,3,4,1,1,1,1,0,0,0,1,8,1
3,0,999919,99919,999991,999919,2,7,0,2,1,7999,9,2,2,2,1,5,2,1,1,8,1,2,1,1,1,0,0,1,0,0,7,0
2,0,999919,99919,991999,999919,2,3,0,8,8,1500,9,2,2,2,8,8,8,8,8,9,1,8,1,1,1,0,1,0,0,0,4,0
2,1,999919,99919,991999,999919,2,13,0,2,1,1275,9,2,2,2,1,1,2,1,2,6,3,2,2,1,0,1,1,0,0,0,10,1
4,1,999919,99919,999991,999919,2,11,0,1,1,99999,9,9,9,9,1,4,1,1,2,8,2,9,5,1,1,0,0,0,0,0,5,0
1,1,999919,99919,991999,999919,2,11,0,2,1,550,9,2,2,2,1,4,2,1,1,9,2,2,1,1,1,0,0,0,0,1,8,1
1,1,999919,99919,991999,999919,2,11,0,1,1,980,9,2,2,2,0,1,2,1,2,8,2,4,6,1,1,0,0,0,0,1,6,0
4,0,999919,99919,991999,999919,2,3,0,2,1,1100,9,2,2,2,1,3,2,1,2,1,1,4,4,1,0,0,0,0,0,0,10,1
2,1,999919,99919,991999,999919,2,10,0,2,1,1700,9,1,2,2,1,1,1,0,1,7,2,2,2,1,1,0,1,0,0,0,4,0
1,0,999919,99919,991999,999919,2,5,0,2,1,1700,9,2,2,2,1,1,2,1,2,9,1,5,1,1,1,0,0,0,0,1,10,1
3,1,999199,99991,919999,991999,3,11,0,1,1,1300,9,2,2,2,1,3,2,1,2,10,3,4,4,1,1,0,0,1,0,0,1,0
2,0,999919,99919,991999,999919,2,5,0,2,1,1150,9,2,2,2,1,2,2,1,2,7,1,2,4,1,1,0,1,0,0,0,10,1
4,1,999919,99919,991999,999919,2,8,0,2,1,1600,9,2,2,2,8,8,8,8,8,8,8,8,3,1,1,0,0,0,0,0,6,0
2,1,999919,99919,991999,999919,2,13,0,2,1,1650,2,2,2,2,1,1,2,1,2,4,2,2,1,1,0,1,1,0,0,0,10,1
3,1,999919,99919,991999,999919,2,13,0,1,1,1100,9,2,2,2,1,2,2,1,2,6,2,2,1,1,0,1,0,1,0,0,8,1
3,1,999919,99919,991999,999919,2,10,0,2,1,850,9,2,2,2,1,2,2,1,2,9,3,4,1,1,1,0,0,1,0,0,10,1
3,1,999919,99919,991999,999919,2,11,0,2,1,1400,2,2,2,2,1,5,2,1,1,9,2,4,2,1,1,0,0,1,0,0,8,1
1,0,999919,99919,991999,999919,2,5,0,2,1,2000,9,2,2,2,0,1,2,1,2,4,2,5,2,1,0,0,0,0,0,1,8,1
1,0,991999,99919,919999,999919,2,5,0,2,1,1400,9,2,2,1,1,2,2,1,2,9,2,2,1,1,1,0,0,0,0,1,6,0
2,1,999919,99919,991999,999199,2,11,0,2,1,1082,2,2,1,2,1,1,2,1,1,8,3,1,2,1,1,0,1,0,0,0,6,0
4,0,999919,99919,991999,999919,2,3,0,8,8,1700,9,2,2,2,8,8,8,8,8,2,8,8,4,1,0,0,0,0,0,0,4,0
2,0,999919,99919,991999,999919,2,3,0,2,1,700,9,2,2,2,1,1,2,1,2,2,1,2,1,1,0,0,1,0,0,0,10,1
3,0,999919,99919,991999,999919,2,13,0,1,1,3750,9,2,2,2,1,4,2,1,1,1,3,2,1,1,0,1,0,1,0,0,6,0
3,1,999919,99919,991999,999919,2,11,0,2,1,2200,9,2,2,2,0,4,1,0,2,9,3,4,6,1,1,0,0,1,0,0,4,0
2,0,999919,99919,991999,999919,2,3,0,2,1,1000,9,2,2,2,1,1,2,1,2,8,1,6,1,1,1,0,1,0,0,0,10,1
1,0,999919,99919,991999,999919,2,13,0,2,1,1800,9,2,2,2,1,2,2,1,2,5,2,2,2,1,0,1,0,0,0,1,10,1
4,0,999919,99919,991999,999919,2,3,0,2,1,900,2,2,2,2,1,2,2,1,2,7,2,6,1,1,1,0,0,0,0,0,10,1
2,0,999919,99919,991999,999919,2,3,0,8,8,1875,9,2,2,2,8,8,8,8,8,8,8,8,2,1,1,0,1,0,0,0,4,0
2,0,999919,99919,991999,999919,2,7,0,2,1,700,9,2,2,2,1,1,2,1,2,8,1,4,4,1,1,0,1,0,0,0,10,1
2,1,999919,99919,991999,999919,2,12,0,1,1,1099,9,2,2,2,0,1,1,0,1,8,2,2,1,1,1,1,1,0,0,0,0,0
4,1,999919,99919,991999,999919,2,11,0,2,1,800,1,2,2,2,1,2,2,1,2,8,2,4,2,1,1,0,0,0,0,0,10,1
3,0,999919,99919,991999,999919,2,13,0,1,1,3800,9,2,2,2,1,1,2,0,1,4,2,2,1,1,0,1,0,1,0,0,4,0
1,0,999919,99919,919999,999919,2,3,0,2,1,850,9,2,2,2,1,1,2,1,2,8,2,4,1,1,1,0,0,0,0,1,8,1
3,1,999919,99919,888888,999919,8,13,0,2,1,3000,9,2,2,2,1,5,2,1,2,6,2,2,4,1,0,1,0,1,0,0,9,1
3,1,999919,99919,991999,999919,2,12,0,2,1,900,2,2,2,2,1,1,2,1,2,8,2,5,5,1,1,1,0,1,0,0,10,1
1,1,999919,99919,991999,999919,2,11,0,2,1,1100,9,2,2,2,0,5,2,1,2,8,2,4,1,1,1,0,0,0,0,1,8,1
3,1,999919,99919,991999,199999,3,11,0,2,1,2250,9,2,2,2,1,1,1,0,2,9,2,2,1,1,1,0,0,1,0,0,4,0
4,0,999199,19999,991999,991999,3,5,0,2,1,1500,9,2,2,2,0,1,2,1,2,7,2,2,1,1,1,0,0,0,0,0,2,0
3,1,999919,99919,991999,999919,2,11,0,2,1,3500,9,2,2,2,1,5,2,0,2,9,2,4,1,1,1,0,0,1,0,0,8,1
4,1,999919,99919,991999,999919,2,11,0,2,1,1215,2,2,2,2,1,1,2,1,2,6,2,2,4,1,0,0,0,0,0,0,10,1
4,0,999919,99919,991999,999919,2,3,0,8,8,1700,9,2,2,2,8,8,8,8,8,9,8,8,1,1,1,0,0,0,0,0,4,0
3,1,999919,99919,991999,999919,2,12,0,2,1,995,1,2,2,2,8,4,2,1,2,8,2,3,1,1,1,1,0,1,0,0,9,1
2,1,999919,99919,991999,999919,2,11,0,8,8,165,2,2,2,2,8,8,8,8,8,7,8,8,1,1,1,0,1,0,0,0,4,0
1,1,999919,99919,991999,999919,2,11,0,2,1,970,9,2,2,2,1,2,2,1,2,8,2,2,1,1,1,0,0,0,0,1,10,1
3,1,999919,99919,991999,999919,2,13,0,8,8,3000,9,2,2,2,8,8,8,8,8,2,8,8,4,1,0,1,0,1,0,0,4,0
4,1,999919,99919,991999,999919,2,13,0,1,1,1028,9,2,2,2,1,1,2,0,2,5,2,2,1,1,0,1,0,0,0,0,6,0
1,0,999919,99919,991999,999919,2,12,0,2,1,1350,9,2,2,2,0,3,2,1,2,1,2,2,2,1,0,1,0,0,0,1,8,1
2,0,999919,99919,991999,999919,2,5,0,2,1,1300,2,2,2,2,0,2,2,0,2,2,2,6,1,1,0,0,1,0,0,0,6,0
2,1,999919,99919,991999,999919,2,8,0,1,1,1391,9,2,2,2,1,2,1,0,1,1,2,2,1,1,0,0,1,0,0,0,2,0
5,0,999919,99919,991999,991999,2,3,0,2,1,1430,9,2,2,2,1,5,2,1,1,7,2,1,2,1,1,0,0,0,1,0,6,0
4,1,999919,99919,991999,999919,2,10,0,2,1,1580,9,8,2,2,1,4,2,1,2,8,2,2,4,1,1,0,0,0,0,0,10,1
4,0,999919,99919,991999,999919,2,5,0,2,1,850,9,2,2,2,0,4,2,1,2,7,1,6,2,1,1,0,0,0,0,0,8,1
2,1,999919,99919,991999,999919,2,13,0,2,1,800,9,2,2,2,1,1,2,1,1,7,1,6,1,1,1,1,1,0,0,0,8,1
5,0,999919,99919,991999,999919,3,3,0,2,1,1350,9,1,1,2,1,2,2,1,2,9,2,2,2,1,1,0,0,0,1,0,10,1
4,1,999919,99919,991999,999919,2,12,0,2,1,1300,9,2,2,2,1,1,2,1,2,5,2,2,4,1,0,1,0,0,0,0,10,1
2,0,999919,99919,991999,999919,2,3,0,8,8,2173,3,3,3,3,8,8,8,8,8,9,8,8,1,1,1,0,1,0,0,0,4,0
1,1,999919,99919,991999,999919,2,8,0,2,1,1015,9,2,2,2,1,1,1,0,2,9,2,4,1,1,1,0,0,0,0,1,6,0
4,0,999919,99919,991999,999919,8,3,0,2,1,900,9,2,2,2,0,5,2,1,1,8,1,6,2,1,1,0,0,0,0,0,6,0
1,0,999919,99919,991999,999919,2,12,0,2,1,1091,9,8,2,2,1,1,2,1,2,1,2,4,1,1,0,1,0,0,0,1,10,1
4,0,999919,99919,991999,999919,2,3,0,2,1,918,2,2,2,1,1,4,2,1,2,6,2,4,2,1,0,0,0,0,0,0,10,1
2,1,999919,19999,991999,999919,2,11,0,2,1,1350,9,2,2,2,0,1,2,1,2,6,3,2,2,1,0,0,1,0,0,0,6,0
4,1,999919,99919,991999,999919,2,12,0,2,1,1101,9,2,2,2,1,1,2,1,2,8,2,4,1,1,1,1,0,0,0,0,10,1
1,1,999919,99919,991999,999919,2,10,1,1,1,987,9,2,2,2,0,1,2,0,1,9,2,4,1,1,1,0,0,0,0,1,2,0
2,1,999919,99919,991999,999919,2,8,0,2,1,1750,9,2,2,2,1,1,2,1,2,7,2,2,4,1,1,0,1,0,0,0,10,1
2,1,999919,99919,888888,999919,2,12,0,2,1,842,2,2,2,2,1,1,2,1,2,6,2,4,1,1,0,1,1,0,0,0,9,1
