Borough,Control,Condition of External Walls,Condition of Windows,Condition of Stairways,Condition of Floors,Condition of Building,Number of Units in Building,Complete Plumbing Facilities,Toilet Breakdowns,Kitchen Facilities Functioning,Monthly Contract Rent,Senior Citizen Rent Increase Exemption (SCRIE),Public Assistance Shelter Allowance,Another Federal Housing Subsidy Program,Another State or City Housing Subsidy Program,Heating Equipment Breakdown,Exterminator Service,Cracks or Holes in Interior Walls or Ceiling,Broken Plaster or Peeling Paint on Ceiling or Inside Walls,Water Leakage Inside Apartment,Year Built,Owner in Building,Length of Lease,Race,New Rent Law,Old,More_units,Brooklyn,Manhattan,Staten Island,Bronx,score,good
4,1,999919,99919,991999,999919,2,8,0,2,1,1020,9,2,2,2,1,1,2,1,2,7,2,2,1,1,1,0,0,0,0,0,10,1
1,1,999919,99919,991999,999919,2,12,0,2,1,1130,9,2,2,2,1,3,1,1,1,1,2,4,2,1,0,1,0,0,0,1,6,0
3,0,999919,99919,991999,999919,2,13,0,2,1,990,2,2,2,2,1,1,2,1,1,4,2,2,1,1,0,1,0,1,0,0,8,1
3,0,999919,99919,919999,999919,2,10,0,2,1,3050,9,2,2,2,1,1,2,1,2,8,2,2,1,1,1,0,0,1,0,0,8,1
3,1,991999,99919,991999,999919,2,12,0,2,1,1600,9,2,2,2,1,1,2,0,2,8,2,2,2,1,1,1,0,1,0,0,6,0
4,0,999919,99919,991999,999919,2,5,0,2,1,1750,9,2,2,2,0,2,1,1,2,7,1,2,2,1,1,0,0,0,0,0,6,0
2,0,999919,99919,991999,999919,2,4,0,2,1,950,2,2,2,2,1,4,2,1,2,8,2,6,2,1,1,0,1,0,0,0,10,1
3,1,999919,99919,991999,999919,2,12,0,2,1,2000,9,2,1,2,1,1,2,1,2,3,2,4,1,1,0,1,0,1,0,0,10,1
2,1,999919,99919,991999,999919,2,8,0,1,1,1200,9,2,2,2,1,2,2,1,2,10,2,1,2,1,1,0,1,0,0,0,8,1
2,1,999919,99919,991999,999919,2,11,0,8,8,825,9,2,2,2,1,1,2,1,1,8,2,5,2,1,1,0,1,0,0,0,6,0
3,1,199999,99919,919999,999919,3,11,0,1,1,312,2,2,2,2,1,5,1,1,2,10,2,4,1,1,1,0,0,1,0,0,2,0
2,1,999919,99919,991999,999919,2,12,0,2,1,1018,2,2,2,2,0,1,2,0,2,5,1,4,2,1,0,1,1,0,0,0,6,0
4,1,888888,88888,888888,888888,8,12,0,2,1,1486,9,2,2,2,1,1,2,0,2,7,2,2,4,1,1,1,0,0,0,0,4,0
5,0,999919,99919,991999,999919,2,3,0,2,1,1360,9,2,2,2,1,4,2,1,2,7,2,6,1,1,1,0,0,0,1,0,10,1
3,0,999919,99919,999991,999919,2,13,0,2,1,3500,2,2,2,2,1,1,2,1,2,3,2,2,1,1,0,1,0,1,0,0,9,1
3,1,999919,99919,991999,999919,2,13,0,2,1,1100,2,2,2,2,1,5,2,0,2,5,3,4,1,1,0,1,0,1,0,0,8,1
3,0,999919,99919,991999,999919,2,13,0,2,1,7999,9,2,2,2,1,1,2,1,2,5,2,2,4,1,0,1,0,1,0,0,10,1
2,0,999919,99919,199999,999991,3,3,0,2,1,1200,9,2,2,2,1,2,2,1,2,7,1,6,2,1,1,0,1,0,0,0,7,0
3,1,999919,99919,991999,999919,2,13,0,2,1,750,2,2,2,2,1,2,2,1,1,6,2,4,2,1,0,1,0,1,0,0,8,1
3,0,999919,99919,991999,999919,2,12,0,8,8,3900,9,3,3,3,8,8,8,8,8,2,8,8,1,1,0,1,0,1,0,0,4,0
2,0,999919,99919,991999,999919,2,3,0,2,1,1400,9,2,2,2,1,4,2,1,2,8,2,2,4,1,1,0,1,0,0,0,10,1
2,1,999919,99919,991999,999919,2,10,0,1,1,1750,9,2,2,2,1,1,2,1,2,10,2,2,1,1,1,0,1,0,0,0,8,1
2,1,999919,99919,991999,999919,2,11,0,2,1,570,2,2,2,2,1,1,2,1,2,8,2,2,1,1,1,0,1,0,0,0,10,1
3,0,999919,99919,991999,999919,2,13,0,2,1,2000,2,2,2,2,1,1,2,1,2,5,8,6,1,1,0,1,0,1,0,0,10,1
4,0,999919,99919,991999,999919,2,3,0,2,1,600,2,2,2,2,1,3,2,0,2,8,1,6,1,1,1,0,0,0,0,0,8,1
3,1,999919,99919,991999,999919,2,11,0,2,1,992,9,2,2,2,1,4,2,1,2,8,2,4,1,1,1,0,0,1,0,0,10,1
4,0,999919,19999,199999,999991,2,1,0,1,1,3250,9,2,2,2,1,4,2,1,2,9,2,6,1,1,1,0,0,0,0,0,3,0
3,1,999919,99919,991999,999919,2,8,0,2,1,1200,9,2,2,2,1,2,1,1,1,8,2,4,1,1,1,0,0,1,0,0,6,0
3,1,999919,99919,991999,999919,2,13,0,2,1,4000,9,2,2,2,1,1,2,1,2,1,2,2,1,1,0,1,0,1,0,0,10,1
4,1,999919,99919,991999,999919,2,8,0,2,1,1100,9,2,2,2,1,1,2,1,2,7,2,4,1,1,1,0,0,0,0,0,10,1
2,1,999919,99919,991999,999919,2,5,0,2,1,850,9,2,2,2,1,2,2,1,2,2,1,6,1,1,0,0,1,0,0,0,10,1
2,1,999919,99919,888888,999991,2,13,0,2,1,1680,9,2,2,2,1,2,1,1,1,9,2,2,2,1,1,1,1,0,0,0,4,0
1,1,999919,19999,919999,999919,3,12,0,2,1,1100,9,2,2,2,0,1,2,1,2,7,2,4,2,1,1,1,0,0,0,1,4,0
3,1,999919,99919,991999,999919,2,12,0,2,1,402,2,2,2,2,1,1,2,1,2,9,2,2,2,1,1,1,0,1,0,0,10,1
2,0,999919,99919,991999,999919,2,11,0,2,1,1095,9,2,2,2,1,1,2,1,2,6,2,2,4,1,0,0,1,0,0,0,10,1
1,1,999919,99919,991999,999919,2,12,0,1,1,684,2,2,2,2,1,2,2,1,2,5,2,1,1,1,0,1,0,0,0,1,8,1
5,0,999919,99919,991999,999919,2,3,0,2,1,99999,9,9,9,9,1,4,2,1,2,6,1,9,1,1,0,0,0,0,1,0,10,1
4,1,999919,99919,991999,999919,2,13,0,2,1,975,3,2,2,2,1,1,2,1,2,5,2,7,1,1,0,1,0,0,0,0,10,1
4,0,999919,99919,991999,999919,2,5,0,2,1,1800,9,2,2,2,1,5,2,1,2,2,2,2,1,1,0,0,0,0,0,0,10,1
3,0,999919,99919,991999,999919,2,6,0,2,1,3000,9,2,2,2,1,1,2,1,2,9,2,2,1,1,1,0,0,1,0,0,10,1
4,0,999919,99919,991999,999919,2,3,0,1,8,650,9,2,2,2,1,5,2,1,2,7,1,8,1,1,1,0,0,0,0,0,7,0
2,1,999919,99919,991999,999919,2,12,0,2,1,900,9,2,2,2,0,1,2,1,2,2,2,4,1,1,0,1,1,0,0,0,8,1
2,1,999919,99919,991999,999919,2,11,0,2,1,2100,9,2,2,2,1,5,2,1,2,7,2,2,1,1,1,0,1,0,0,0,10,1
4,0,999919,99919,991999,999919,2,5,0,2,1,1038,9,2,2,2,1,1,2,1,2,9,2,4,1,1,1,0,0,0,0,0,10,1
4,1,999919,99919,991999,999919,2,11,0,2,1,950,1,2,2,2,1,1,2,1,2,8,2,4,1,1,1,0,0,0,0,0,10,1
4,0,999919,99919,991999,999919,8,5,0,8,8,2500,9,2,2,2,8,8,8,8,8,1,8,8,4,1,0,0,0,0,0,0,4,0
4,1,999919,99919,991999,999919,2,5,0,2,1,700,2,2,2,2,1,1,2,1,2,8,1,6,1,1,1,0,0,0,0,0,10,1
4,1,999919,99919,991999,999919,2,11,0,2,1,1300,9,2,2,2,8,8,8,8,8,7,2,8,1,1,1,0,0,0,0,0,6,0
2,1,999919,99919,991999,999919,2,10,0,2,1,1144,9,2,2,2,1,4,2,1,2,9,3,4,2,1,1,0,1,0,0,0,10,1
2,1,999919,99919,991999,999919,2,11,0,2,1,2225,9,2,2,2,0,1,2,0,1,8,2,2,1,1,1,0,1,0,0,0,4,0
3,0,999919,99919,991999,999919,2,13,0,2,1,2400,9,2,2,2,1,2,2,1,2,1,2,2,1,1,0,1,0,1,0,0,10,1
3,1,999919,99919,991999,999919,2,13,0,2,1,1250,2,2,2,2,1,2,2,1,2,7,2,4,1,1,1,1,0,1,0,0,10,1
4,1,999919,99919,991999,999919,2,11,0,2,1,1200,2,2,2,2,1,1,2,1,2,6,2,2,1,1,0,0,0,0,0,0,10,1
1,1,999919,99919,991999,999919,2,11,0,2,1,1027,9,2,2,2,1,1,1,1,1,8,2,2,4,1,1,0,0,0,0,1,6,0
2,1,999919,99919,991999,999919,2,13,0,8,8,1395,9,2,2,2,8,8,8,8,8,7,8,8,1,1,1,1,1,0,0,0,4,0
2,0,999919,99919,991999,999919,2,5,0,1,1,2200,9,2,2,2,1,1,2,1,2,10,2,2,1,1,1,0,1,0,0,0,8,1
4,1,999919,99919,991999,999919,2,11,0,2,1,1000,9,2,2,2,1,2,2,1,2,8,2,4,1,1,1,0,0,0,0,0,10,1
3,1,999919,99919,991999,999919,2,11,0,1,8,1615,9,2,2,2,1,1,2,1,2,9,2,4,1,1,1,0,0,1,0,0,7,0
1,1,999919,99919,991999,999919,2,11,0,2,1,699,9,2,2,2,0,1,2,1,2,1,2,2,1,1,0,0,0,0,0,1,8,1
3,1,999919,99919,888888,999919,2,12,0,2,1,1680,2,2,2,2,1,1,2,1,2,8,2,2,1,1,1,1,0,1,0,0,9,1
3,1,999919,99919,991999,999919,2,12,0,8,8,1000,9,2,2,2,8,8,8,8,8,6,8,8,1,1,0,1,0,1,0,0,4,0
3,1,999919,99919,991999,999919,2,13,0,2,1,1000,9,2,2,2,1,1,2,1,2,8,2,4,1,1,1,1,0,1,0,0,10,1
4,1,999919,99919,991999,999919,2,13,0,2,1,1735,9,2,2,2,1,1,2,1,1,6,2,2,1,1,0,1,0,0,0,0,8,1
2,1,999919,99919,991999,999919,2,5,0,1,1,2450,9,2,2,2,1,4,2,1,2,1,2,2,1,1,0,0,1,0,0,0,8,1
3,1,999919,99919,991999,999919,2,11,0,2,1,760,9,2,2,1,0,1,1,1,2,6,2,4,1,1,0,0,0,1,0,0,6,0
3,1,999919,99919,991999,999919,2,11,0,2,1,2300,9,2,2,2,1,1,2,1,2,9,2,2,1,1,1,0,0,1,0,0,10,1
4,1,999919,99919,991999,999919,2,12,0,2,1,925,9,2,2,2,1,1,2,1,2,7,2,4,1,1,1,1,0,0,0,0,10,1
2,1,999919,99919,991999,999919,2,11,0,2,1,400,2,2,2,2,1,1,2,1,2,7,3,7,1,1,1,0,1,0,0,0,10,1
2,0,999919,99919,991999,999919,2,5,0,2,1,1092,9,2,2,2,1,4,2,1,2,7,2,8,4,1,1,0,1,0,0,0,10,1
4,1,999919,99919,919999,999919,2,11,0,2,1,502,2,2,2,2,0,1,2,0,1,8,2,4,1,1,1,0,0,0,0,0,2,0
1,0,999919,91999,119999,999991,3,3,0,2,1,1250,9,2,2,2,1,4,1,1,1,7,2,2,2,1,1,0,0,0,0,1,0,0
4,0,999919,99919,991999,999919,2,3,0,2,1,1200,9,2,2,2,0,4,2,1,2,7,1,6,1,1,1,0,0,0,0,0,8,1
2,0,999919,99919,991999,999919,2,11,0,2,1,4000,9,2,2,2,1,1,2,1,1,7,2,2,1,1,1,0,1,0,0,0,8,1
2,1,999919,99919,991999,999919,2,8,0,2,1,800,2,2,2,2,1,1,2,1,2,7,2,2,2,1,1,0,1,0,0,0,10,1
4,0,999919,99919,991999,999991,2,4,0,2,1,1500,9,2,2,2,1,1,2,1,2,8,2,6,1,1,1,0,0,0,0,0,9,1
1,1,999919,99919,991999,999919,2,12,0,2,1,1100,2,2,2,2,8,1,2,1,2,6,8,8,1,1,0,1,0,0,0,1,9,1
1,0,999919,99919,991999,999919,2,13,0,2,1,1168,9,2,2,2,1,1,2,1,2,1,2,4,2,1,0,1,0,0,0,1,10,1
4,1,999919,99919,991999,999919,2,12,0,2,1,1051,2,2,2,2,1,4,2,1,2,5,2,2,2,1,0,1,0,0,0,0,10,1
3,0,999919,99919,991999,999919,2,12,0,2,1,7999,9,2,2,2,1,2,2,1,2,3,2,4,1,1,0,1,0,1,0,0,10,1
1,1,999919,99919,991999,999919,2,10,0,2,1,1365,9,1,2,3,0,1,1,0,1,9,2,2,2,1,1,0,0,0,0,1,2,0
1,1,999919,99919,919999,999919,2,8,0,2,1,640,9,2,2,2,0,4,1,0,2,9,1,6,2,1,1,0,0,0,0,1,2,0
4,0,999919,99919,991999,999919,2,3,0,2,1,1500,9,2,2,2,1,1,2,1,2,6,2,6,2,1,0,0,0,0,0,0,10,1
3,1,999919,99919,991999,999919,2,9,0,2,1,1800,9,2,2,2,1,4,1,1,1,10,2,2,1,1,1,0,0,1,0,0,6,0
3,1,999919,99919,999119,999919,2,13,0,2,1,2400,9,2,2,2,1,5,2,1,2,10,2,2,1,1,1,1,0,1,0,0,9,1
2,0,999919,99919,991999,999919,2,4,0,8,8,1100,9,2,2,2,8,8,8,8,8,10,8,8,2,1,1,0,1,0,0,0,4,0
1,0,999919,99919,991999,999919,2,12,0,2,1,2550,9,2,2,2,1,1,2,1,2,4,2,2,1,1,0,1,0,0,0,1,10,1
3,0,999919,99919,999991,999919,2,11,0,2,1,1950,9,2,2,2,1,5,2,1,2,9,2,2,1,1,1,0,0,1,0,0,9,1
4,1,999919,99919,991999,999919,2,12,0,2,2,1505,9,2,2,2,0,1,2,1,2,7,2,4,4,1,1,1,0,0,0,0,6,0
4,0,999919,99919,991999,999919,2,10,0,2,1,1820,9,2,2,2,1,5,2,1,2,1,2,2,6,1,0,0,0,0,0,0,10,1
2,1,999919,99919,888888,999919,2,12,0,2,1,1500,2,2,2,2,0,1,2,1,2,5,2,4,1,1,0,1,1,0,0,0,7,0
2,1,999919,99919,991999,999919,2,8,0,8,8,1195,9,2,2,2,8,8,8,8,8,7,8,8,1,1,1,0,1,0,0,0,4,0
1,0,999919,99919,991999,999919,2,6,0,2,1,1650,9,2,2,2,1,1,2,1,2,8,2,2,4,1,1,0,0,0,0,1,10,1
4,0,999919,99919,991999,999919,2,1,0,2,1,1550,9,2,2,2,1,4,2,1,1,5,2,6,1,1,0,0,0,0,0,0,8,1
1,1,999919,99919,991999,999919,2,5,0,1,1,750,9,2,2,2,1,4,1,1,1,8,2,2,2,1,1,0,0,0,0,1,4,0
3,0,999919,99919,991999,999919,2,11,0,2,1,2495,9,2,2,2,1,1,2,1,2,9,2,2,1,1,1,0,0,1,0,0,10,1
2,1,999919,99919,991999,999919,2,12,0,2,1,1300,9,2,2,2,1,3,1,0,1,7,2,2,1,1,1,1,1,0,0,0,4,0
4,0,999919,99919,991999,999919,2,3,0,2,1,1100,9,2,2,2,1,2,2,1,2,6,1,6,1,1,0,0,0,0,0,0,10,1
3,1,999919,99919,991999,999919,2,12,0,2,1,880,2,2,2,2,0,1,2,1,2,8,2,4,1,1,1,1,0,1,0,0,8,1
2,0,999919,99919,991999,999919,2,6,0,2,1,650,9,2,2,2,1,5,2,1,2,7,2,6,4,1,1,0,1,0,0,0,10,1
3,1,999919,99919,888888,888888,2,8,0,2,1,1036,9,2,2,2,1,2,1,1,2,9,2,4,2,1,1,0,0,1,0,0,6,0
2,1,999919,99919,991999,999919,2,11,0,2,1,1300,9,2,2,2,8,8,8,8,8,8,8,8,1,1,1,0,1,0,0,0,6,0
3,1,999919,99919,991999,999919,2,11,0,2,1,1700,9,2,2,2,1,1,2,1,2,8,3,2,1,1,1,0,0,1,0,0,10,1
2,1,999919,99919,991999,999919,2,11,0,2,1,1455,9,2,2,2,1,4,1,1,2,8,2,4,2,1,1,0,1,0,0,0,8,1
1,0,999919,99919,991999,999919,2,13,0,2,1,900,9,2,2,2,0,4,1,1,2,1,2,2,1,1,0,1,0,0,0,1,6,0
3,0,999919,99919,991999,999919,2,13,0,2,1,3500,9,2,2,2,1,2,2,1,2,8,1,2,1,1,1,1,0,1,0,0,10,1
3,1,999919,99919,991999,999919,2,12,0,8,8,1400,2,2,2,1,8,8,8,8,8,8,8,8,2,1,1,1,0,1,0,0,4,0
1,1,999919,99919,991999,999919,2,11,0,2,1,1045,9,2,2,2,1,1,2,0,1,7,2,2,2,1,1,0,0,0,0,1,6,0
4,0,999919,99919,991999,999919,2,3,0,2,1,1200,9,2,2,2,1,4,2,1,2,6,2,2,1,1,0,0,0,0,0,0,10,1
3,0,999919,99919,999991,999919,2,13,0,2,1,2900,9,2,2,2,1,5,2,1,1,6,3,2,1,1,0,1,0,1,0,0,7,0
3,1,999919,99919,991999,999919,2,12,0,2,2,950,9,2,2,2,0,1,2,1,2,8,2,4,4,1,1,1,0,1,0,0,6,0
4,1,999919,99919,991999,999919,2,12,0,2,1,1375,9,2,2,2,1,3,2,1,2,6,2,2,4,1,0,1,0,0,0,0,10,1
3,0,999919,99919,991999,999919,2,11,0,2,1,4900,9,2,2,2,1,1,2,1,2,3,2,2,1,1,0,0,0,1,0,0,10,1
5,0,999919,99919,991999,999919,2,4,0,2,1,1430,9,3,3,3,1,5,8,8,8,7,2,6,1,1,1,0,0,0,1,0,7,0
1,0,999919,99919,888888,999991,2,3,0,2,1,1700,9,2,2,2,1,2,2,1,2,1,1,2,2,1,0,0,0,0,0,1,8,1
4,1,999919,99919,991999,999919,2,12,0,2,1,700,2,2,2,2,1,1,2,1,2,5,2,2,4,1,0,1,0,0,0,0,10,1
2,1,999919,99919,991999,999919,2,12,0,2,2,810,2,2,2,2,1,1,2,1,2,8,2,4,2,1,1,1,1,0,0,0,8,1
4,1,991999,99919,991999,199999,3,11,0,2,1,897,9,2,2,2,1,4,1,0,1,8,2,4,1,1,1,0,0,0,0,0,0,0
2,1,999919,99919,991999,999919,2,8,0,2,1,1900,9,2,2,2,1,2,2,1,2,7,2,2,1,1,1,0,1,0,0,0,10,1
4,0,999919,99919,991999,999919,2,3,0,8,8,1600,9,2,2,2,8,8,8,8,8,7,8,8,1,1,1,0,0,0,0,0,4,0
4,0,999919,99919,991999,999919,2,5,0,2,1,1000,9,2,2,2,1,1,2,1,2,5,1,2,1,1,0,0,0,0,0,0,10,1
3,0,999919,99919,991999,999919,2,12,0,2,1,3750,9,2,2,2,1,2,2,1,2,8,2,1,1,1,1,1,0,1,0,0,10,1
4,1,999919,99919,991999,999919,2,8,0,2,1,1700,9,2,2,2,1,2,2,1,2,8,2,2,4,1,1,0,0,0,0,0,10,1
2,0,999919,99919,991999,999919,2,4,0,2,1,850,9,2,2,2,1,2,2,1,2,8,1,6,1,1,1,0,1,0,0,0,10,1
4,0,999919,99919,991999,999991,2,1,0,2,1,1500,2,2,2,2,1,5,1,1,2,6,2,2,1,1,0,0,0,0,0,0,7,0
3,1,999919,99919,991999,999919,2,12,0,2,1,1170,2,2,2,2,0,3,2,1,1,7,2,4,1,1,1,1,0,1,0,0,6,0
2,1,999919,99919,991999,999919,2,11,0,2,1,600,9,2,2,2,1,3,1,1,1,8,2,4,2,1,1,0,1,0,0,0,6,0
1,1,999919,99919,991999,999919,2,11,0,2,1,1000,9,2,2,2,1,5,2,1,2,8,2,2,5,1,1,0,0,0,0,1,10,1
3,1,999919,99919,991999,888888,2,12,0,2,8,1396,2,2,2,2,1,2,2,0,8,3,2,4,4,1,0,1,0,1,0,0,5,0
4,1,999919,99919,991999,999919,2,8,0,2,1,1440,9,2,2,2,1,2,2,1,2,8,2,2,1,1,1,0,0,0,0,0,10,1
3,1,999919,99919,991999,999919,2,10,0,2,1,1280,9,2,2,2,1,1,1,0,1,8,2,4,2,1,1,0,0,1,0,0,4,0
3,1,999919,99919,991999,999919,2,11,0,2,1,1795,9,2,2,2,1,1,2,1,2,8,3,2,1,1,1,0,0,1,0,0,10,1
2,1,999919,99919,991999,999919,2,13,0,1,1,1235,9,2,2,2,0,3,1,1,2,7,2,4,2,1,1,1,1,0,0,0,4,0
3,1,999919,99919,991999,999919,2,10,0,8,8,1891,9,2,2,2,8,8,8,8,8,7,8,8,2,1,1,0,0,1,0,0,4,0
4,0,999919,99919,991999,999919,2,5,0,2,1,1935,9,2,2,2,1,2,2,1,2,7,2,4,1,1,1,0,0,0,0,0,10,1
4,1,999919,99919,888888,999919,2,12,0,2,1,1000,9,3,3,3,1,1,2,1,2,5,1,8,1,1,0,1,0,0,0,0,9,1
3,0,999919,99919,991999,999919,2,13,0,2,1,2300,9,2,2,2,1,2,2,1,2,5,2,2,1,1,0,1,0,1,0,0,10,1
3,0,999919,99919,991999,999919,2,13,0,1,1,2050,9,2,2,2,1,1,2,1,2,7,2,2,1,1,1,1,0,1,0,0,8,1
4,0,999919,99919,991999,999919,2,3,0,2,1,2000,9,2,2,2,8,8,8,8,8,10,3,8,1,1,1,0,0,0,0,0,6,0
1,1,999919,99919,991999,999919,2,12,0,1,1,99999,9,9,9,9,0,4,2,1,1,7,2,9,1,1,1,1,0,0,0,1,4,0
1,1,999919,99919,991999,999919,2,12,0,8,8,1100,9,8,8,8,8,8,8,8,8,7,8,8,1,1,1,1,0,0,0,1,4,0
1,0,999919,99919,991999,999919,2,5,0,2,1,1200,9,2,2,2,1,5,2,1,2,3,1,2,1,1,0,0,0,0,0,1,10,1
3,1,999919,99919,991999,999919,2,10,0,2,1,1000,9,2,2,2,1,1,2,1,2,9,2,4,2,1,1,0,0,1,0,0,10,1
1,0,888888,88888,888888,888888,8,5,0,2,1,1790,9,2,2,2,0,1,1,1,2,8,2,6,2,1,1,0,0,0,0,1,2,0
2,0,999919,99919,991999,999919,2,7,0,1,1,1600,9,2,2,2,0,5,2,0,2,7,2,2,1,1,1,0,1,0,0,0,4,0
2,0,999919,99919,991999,999919,2,3,0,2,1,2300,9,2,2,2,1,1,2,1,2,9,1,2,1,1,1,0,1,0,0,0,10,1
4,0,999919,99919,991999,999919,2,3,0,8,8,800,2,2,2,2,8,8,8,8,8,8,8,8,1,1,1,0,0,0,0,0,4,0
2,0,999919,99919,991999,999919,2,5,0,2,1,1750,9,2,2,2,1,1,2,1,2,7,2,2,1,1,1,0,1,0,0,0,10,1
2,1,999919,99919,991999,999919,2,11,0,2,2,790,1,2,2,2,1,1,2,1,1,8,2,1,4,1,1,0,1,0,0,0,6,0
1,1,999919,99919,991999,999919,2,11,2,9,9,99999,9,9,9,9,1,8,2,1,2,7,2,9,1,1,1,0,0,0,0,1,6,0
1,0,999919,99919,991999,999919,2,5,0,2,1,750,9,2,2,2,0,4,2,1,2,2,1,6,1,1,0,0,0,0,0,1,8,1
4,1,999919,99919,991999,999919,2,8,0,1,1,2000,9,2,2,2,1,5,2,1,2,6,2,2,1,1,0,0,0,0,0,0,8,1
2,1,999919,99919,991999,999919,2,8,0,2,1,700,9,2,2,2,1,2,2,1,2,7,2,5,2,1,1,0,1,0,0,0,10,1
5,0,999919,99919,991999,999991,2,3,0,2,1,950,2,2,2,2,0,5,2,1,2,1,1,6,1,1,0,0,0,0,1,0,7,0
3,1,999919,99919,991999,999919,2,13,0,2,1,850,9,2,2,2,1,2,2,1,2,5,8,2,2,1,0,1,0,1,0,0,10,1
3,0,999919,99919,999991,999919,2,13,0,2,1,3285,9,2,2,1,8,8,8,8,8,8,2,6,2,1,1,1,0,1,0,0,5,0
1,1,999919,99919,991999,999919,2,11,0,2,1,1160,9,2,2,2,0,1,2,1,1,9,2,4,1,1,1,0,0,0,0,1,6,0
3,1,999919,99919,991999,999919,2,11,0,2,1,1200,9,2,2,2,0,3,2,0,1,8,2,4,1,1,1,0,0,1,0,0,4,0
2,1,999919,91999,991999,991999,2,10,0,8,8,1200,9,2,2,2,8,8,8,8,8,7,8,8,1,1,1,0,1,0,0,0,0,0
3,0,999919,99919,199999,999991,2,4,0,2,1,3400,9,2,2,2,1,2,2,1,2,9,2,2,1,1,1,0,0,1,0,0,7,0
2,0,999919,99919,999991,999919,2,12,2,9,9,99999,9,9,9,9,1,5,2,1,2,2,2,9,2,1,0,1,1,0,0,0,5,0
3,0,999919,99919,991999,999919,2,10,0,2,8,2650,9,2,2,2,1,1,2,1,2,10,2,4,1,1,1,0,0,1,0,0,9,1
1,1,999919,99919,991999,999919,2,11,0,2,1,1200,9,2,2,2,1,1,2,1,2,8,2,4,2,1,1,0,0,0,0,1,10,1
1,0,999919,99919,991999,999919,2,1,0,2,1,1290,2,2,2,2,1,5,2,1,2,8,2,6,1,1,1,0,0,0,0,1,10,1
3,1,999919,99919,991999,999919,2,12,0,2,1,1100,9,2,2,2,1,1,2,1,2,8,2,4,1,1,1,1,0,1,0,0,10,1
4,1,999919,99919,991999,999919,2,12,0,2,1,1200,9,2,2,2,1,2,2,1,1,6,3,2,4,1,0,1,0,0,0,0,8,1
1,0,999919,99919,991999,999919,2,3,0,2,1,2750,9,2,2,2,1,4,1,1,2,5,1,6,1,1,0,0,0,0,0,1,8,1
3,1,999919,99919,991999,999919,2,13,0,1,1,550,9,2,2,2,1,1,2,1,2,8,2,2,4,1,1,1,0,1,0,0,8,1
2,0,999919,99919,991999,999919,2,7,0,2,1,99999,9,9,9,9,1,1,2,1,2,8,2,9,1,1,1,0,1,0,0,0,10,1
2,0,999919,99919,991999,999919,2,5,0,8,8,875,2,2,2,2,8,8,8,8,8,7,8,8,2,1,1,0,1,0,0,0,4,0
3,0,999919,99919,991999,999919,2,13,0,8,1,1391,9,3,2,2,1,2,2,1,2,3,2,3,4,1,0,1,0,1,0,0,9,1
2,0,999919,99919,991999,999919,2,3,0,2,1,800,9,2,2,2,1,2,1,0,2,7,2,6,1,1,1,0,1,0,0,0,6,0
3,0,999919,99919,991999,999919,8,13,0,2,1,3325,9,2,2,2,1,1,2,1,2,1,2,2,1,1,0,1,0,1,0,0,10,1
1,1,999919,99919,888888,999919,2,12,0,2,1,950,9,2,2,2,1,2,2,1,2,7,3,2,2,1,1,1,0,0,0,1,9,1
1,1,999919,99919,991999,999919,2,11,0,1,1,800,9,2,2,2,0,1,1,0,2,8,2,4,2,1,1,0,0,0,0,1,2,0
1,0,999919,99919,991999,999919,2,6,0,2,1,1500,9,2,2,2,1,5,2,1,2,1,1,4,6,1,0,0,0,0,0,1,10,1
1,1,999919,99919,991999,999919,2,12,0,1,1,905,2,2,2,2,1,1,2,1,2,5,2,2,1,1,0,1,0,0,0,1,8,1
3,0,999919,99919,991999,999919,2,13,0,2,1,7999,9,2,2,2,1,1,2,1,1,7,3,4,4,1,1,1,0,1,0,0,8,1
4,0,999919,99919,991999,999919,2,1,0,2,1,1660,9,2,2,2,0,4,2,0,1,7,2,4,2,1,1,0,0,0,0,0,4,0
4,0,999919,99919,991999,999919,2,3,0,2,1,1500,9,2,2,2,1,1,2,1,2,8,2,2,1,1,1,0,0,0,0,0,10,1
4,1,999919,99919,991999,999919,2,8,0,2,1,1560,9,2,2,2,1,1,2,1,2,7,2,2,1,1,1,0,0,0,0,0,10,1
3,0,999919,99919,991999,999919,2,13,0,8,8,2890,9,2,2,2,8,8,8,8,8,1,8,8,1,1,0,1,0,1,0,0,4,0
2,1,999919,99919,888888,999919,2,8,0,2,1,1500,2,2,2,2,1,5,2,1,2,8,2,4,4,1,1,0,1,0,0,0,9,1
1,1,999919,99919,991999,999919,2,11,0,2,1,1700,9,2,2,1,0,3,2,1,2,9,2,6,2,1,1,0,0,0,0,1,8,1
2,1,999919,99919,991999,999919,2,8,0,2,1,1400,9,2,2,2,0,1,2,1,1,7,2,4,2,1,1,0,1,0,0,0,6,0
1,0,991999,99919,199999,999919,3,3,0,2,1,1150,9,2,2,2,1,1,2,1,2,8,1,4,4,1,1,0,0,0,0,1,6,0
3,1,999919,99919,991999,999919,2,9,0,2,1,1200,3,3,3,2,1,1,2,1,2,9,2,4,2,1,1,0,0,1,0,0,10,1
3,1,999919,99919,991999,999919,2,11,0,2,1,2100,9,2,2,2,1,1,1,0,1,8,2,2,1,1,1,0,0,1,0,0,4,0
